Row Labels,Sum of Sales
Advantus Motivational Note Cards,227.94
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04
Iris Project Case,225.036
Advantus Plastic Paper Clips,225
Cisco 8961 IP Phone Charcoal,224.937
Portable Personal File Box,224.664
iOttie XL Car Mount,223.888
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.416
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.094
Avery Non-Stick Binders,217.316
"Fiskars 8"" Scissors, 2/Pack",217.224
ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96
3M Polarizing Light Filter Sleeves,216.34
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.144
iOttie HLCRIO102 Car Mount,215.892
Xerox 214,215.136
DXL Angle-View Binders with Locking Rings by Samsill,215.109
Cisco SPA 501G IP Phone,213.48
Xerox 188,213.192
GBC Wire Binding Strips,212.658
Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.08
Standard Line “While You Were Out” Hardbound Telephone Message Book,211.008
"Seth Thomas 8 1/2"" Cubicle Clock",210.912
Xerox 1931,209.952
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.664
SANFORD Major Accent Highlighters,209.568
Cardinal EasyOpen D-Ring Binders,209.306
Ibico Plastic and Wire Spiral Binding Combs,208.221
Acco Perma 2700 Stacking Storage Drawers,208.18
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.896
GBC Linen Binding Covers,207.566
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184
Epson Perfection V600 Photo Scanner,206.991
JM Magazine Binder,204.724
Texas Instruments TI-34 Scientific Calculator,204.507
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94
Kingston Digital DataTraveler 64GB USB 2.0,202.68
Pyle PRT45 Retro Home Telephone,201.568
Fellowes Desktop Hanging File Manager,201.45
Xerox 1912,201.082
Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16
PayAnywhere Card Reader,199.8
Bionaire 99.97% HEPA Air Cleaner,199.728
Laser & Ink Jet Business Envelopes,198.462
Eldon 500 Class Desk Accessories,197.948
"Angle-D Binders with Locking Rings, Label Holders",197.83
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.802
"Eureka Hand Vacuum, Bagless",197.72
"Alliance Super-Size Bands, Assorted Sizes",197.612
Avery Recycled Flexi-View Covers for Binding Systems,197.169
Xerox 225,196.992
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98
Newell 309,196.35
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.248
Acme Tagit Stainless Steel Antibacterial Scissors,196.02
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.052
"Career Cubicle Clock, 8 1/4"", Black",194.688
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.544
Contemporary Wood/Metal Frame,193.92
Project Tote Personal File,193.614
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98
Computer Printout Paper with Letter-Trim Fine Perforations,191.6
Xerox 1895,191.36
Avery Premier Heavy-Duty Binder with Round Locking Rings,191.352
Sony 16GB Class 10 Micro SDHC R40 Memory Card,190.772
Gear Head AU3700S Headset,189.654
Speck Products Candyshell Flip Case,188.946
Xerox 209,187.92
White GlueTop Scratch Pads,186.496
"Wirebound Message Book, 4 per Page",184.62
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.536
GBC Wire Binding Combs,184.052
Ibico Covers for Plastic or Wire Binding Elements,184
"Eldon Expressions Wood Desk Accessories, Oak",183.024
Xerox 1955,182.72
"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.508
Deluxe Chalkboard Eraser Cleaner,182.49
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.456
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",180.596
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",180.46
"Eldon Image Series Desk Accessories, Ebony",180.31
Okidata B401 Printer,179.991
Super Decoflex Portable Personal File,179.76
"Elite 5"" Scissors",179.14
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.014
Xerox 1997,178.848
Xerox 1892,178.296
Personal File Boxes with Fold-Down Carry Handle,177.612
Avery 490,177.6
"Master Caster Door Stop, Brown",176.784
Heavy-Duty E-Z-D Binders,176.742
"Executive Impressions 12"" Wall Clock",176.7
Crate-A-Files,176.58
Avery 499,176.292
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.288
Xerox 1996,176.256
"DAX Value U-Channel Document Frames, Easel Back",175.938
Tenex Chairmats For Use With Carpeted Floors,175.78
Griffin GC36547 PowerJolt SE Lightning Charger,175.422
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388
Wilson Jones International Size A4 Ring Binders,174.73
Xerox 1978,174.556
Logitech Keyboard K120,174.24
Square Credit Card Reader,173.826
BIC Liqua Brite Liner,173.5
GBC Plastic Binding Combs,172.692
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672
Lumber Crayons,171.39
4009 Highlighters by Sanford,171.14
"DAX Copper Panel Document Frame, 5 x 7 Size",171.088
Xerox 202,171.072
Boston 1730 StandUp Electric Pencil Sharpener,171.04
Avery Heavy-Duty EZD View Binder with Locking Rings,170.984
Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97
Euro Pro Shark Stick Mini Vacuum,170.744
Nu-Dell Float Frame 11 x 14 1/2,170.62
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.832
Xerox 1894,169.776
Xerox 1973,169.016
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.744
Hoover Commercial SteamVac,168.392
Avery 486,168.13
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93
Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.704
Acme Softgrip Scissors,166.056
Xerox 1968,165.664
GBC Instant Report Kit,164.985
Xerox 195,164.328
Security-Tint Envelopes,163.496
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.332
"DAX Metal Frame, Desktop, Stepped-Edge",161.92
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.336
RCA ViSYS 25423RE1 Corded phone,159.984
Acme Office Executive Series Stainless Steel Trimmers,159.402
Avery 489,159.39
DAX Wood Document Frame.,159.268
"Eldon 400 Class Desk Accessories, Black Carbon",159.25
"Ultra Door Kickplate, 8""H x 34""W",158.24
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
GBC Personal VeloBind Strips,156.938
Artistic Insta-Plaque,156.8
Xerox 1936,155.844
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.708
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38
Avery 503,155.25
Xerox 1918,155.04
Imation 30456 USB Flash Drive 8GB,154.56
"Master Caster Door Stop, Large Neon Orange",154.336
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72
Self-Adhesive Address Labels for Typewriters by Universal,153.51
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.144
"Master Big Foot Doorstop, Beige",152.064
Nu-Dell Oak Frame,151.656
Xerox 217,151.632
Southworth 100% Cotton The Best Paper,151.536
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.062
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67
Xerox 205,150.336
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916
Xerox 1948,149.85
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7
Sanford Liquid Accent Highlighters,149.632
Ultra Door Push Plate,149.264
KeyTronic KT400U2 - Keyboard - Black,148.032
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.926
Xerox 1993,147.744
Kensington 6 Outlet SmartSocket Surge Protector,147.528
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028
"GBC Laser Imprintable Binding System Covers, Desert Sand",146.981
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.688
Maxell 4.7GB DVD-RW 3/Pack,146.556
Xerox 1905,146.448
Tensor Brushed Steel Torchiere Floor Lamp,146.114
Newell 315,145.912
"Personal Folder Holder, Ebony",145.73
"DAX Cubicle Frames, 8-1/2 x 11",145.69
Xerox 220,145.152
Astroparche Fine Business Paper,144.672
Telescoping Adjustable Floor Lamp,143.928
Xerox 203,143.856
"Wilson Jones Hanging View Binder, White, 1""",143.42
Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01
Xerox 192,142.56
Flexible Leather- Look Classic Collection Ring Binder,142.05
Ibico Recycled Grain-Textured Covers,141.614
Xerox 23,141.264
Xerox 212,141.264
"Eberhard Faber 3 1/2"" Golf Pencils",139.872
"OIC Colored Binder Clips, Assorted Sizes",139.62
"Advantus Push Pins, Aluminum Head",139.44
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.392
Xerox 1903,138.736
Xerox 1930,138.672
Things To Do Today Pad,138.532
50 Colored Long Pencils,138.176
"Eldon 200 Class Desk Accessories, Smoke",138.16
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808
Acco 3-Hole Punch,137.532
Xerox 2,137.376
GBC Binding covers,137.27
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17
Avery 476,137.116
Riverleaf Stik-Withit Designer Note Cubes,136.816
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.728
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.344
Xerox 1947,136.344
Stiletto Hand Letter Openers,136.32
Memorex Froggy Flash Drive 4 GB,136.276
Avery Metallic Poly Binders,135.801
"Eldon 200 Class Desk Accessories, Burgundy",135.648
Xerox 222,134.784
Wilson Jones Impact Binders,134.68
Fellowes Presentation Covers for Comb Binding Machines,133.86
Xerox 1959,133.6
Eldon 200 Class Desk Accessories,133.136
OtterBox Defender Series Case - iPhone 5c,133.128
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888
Hewlett-Packard 300S Scientific Calculator,131.1
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097
Xerox 1977,130.928
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.168
Harmony HEPA Quiet Air Purifiers,128.7
OIC Binder Clips,128.164
Newell 325,128.03
PowerGen Dual USB Car Charger,127.872
Newell 347,127.544
Xerox 230,127.008
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36
"Wirebound Service Call Books, 5 1/2"" x 4""",125.84
DAX Cubicle Frames - 8x10,125.786
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.172
Dell Slim USB Multimedia Keyboard,125
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8
Deflect-O Glasstique Clear Desk Accessories,124.74
Xerox 1928,124.608
"DXL Angle-View Binders with Locking Rings, Black",124.592
"6"" Cubicle Wall Clock, Black",124.586
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.488
Xerox 21,124.416
Avery Hi-Liter Smear-Safe Highlighters,123.808
"BIC Brite Liner Highlighters, Chisel Tip",123.12
VariCap6 Expandable Binder,122.83
Xerox 1907,122.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18
Xerox 1995,121.824
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.392
Avery 519,121.346
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296
Crayola Colored Pencils,120.704
Xerox 232,120.528
Xerox 227,120.528
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97
Cardinal Slant-D Ring Binders,119.922
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833
DAX Clear Channel Poster Frame,119.556
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.508
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72
Newell 314,118.296
"Wilson Jones 1"" Hanging DublLock Ring Binders",117.744
"SlimView Poly Binder, 3/8""",117.586
"Electrix Incandescent Magnifying Lamp, Black",117.28
Strathmore Photo Frame Cards,116.96
Avery Hole Reinforcements,116.501
"Avery Durable Plastic 1"" Binders",116.224
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.434
Avery Printable Repositionable Plastic Tabs,115.24
Longer-Life Soft White Bulbs,115.192
Wilson Jones Active Use Binders,115.024
Xerox 1949,114.54
Xerox 1971,113.848
Avery File Folder Labels,113.472
DAX Solid Wood Frames,113.332
Akro-Mils 12-Gallon Tote,113.202
Pressboard Hanging Data Binders for Unburst Sheets,112.668
Xerox 213,111.456
"Eldon Image Series Desk Accessories, Burgundy",111.188
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76
SpineVue Locking Slant-D Ring Binders by Cardinal,110.594
Avery Heavy-Duty EZD  Binder With Locking Rings,110.484
Self-Adhesive Removable Labels,110.25
Xerox 204,110.16
Xerox 201,110.16
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.016
Recycled Premium Regency Composition Covers,110.016
Avery 516,109.65
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.584
Xerox 1962,109.568
Dana Swing-Arm Lamps,108.936
#10 Self-Seal White Envelopes,108.682
GBC Standard Plastic Binding Systems' Combs,108.644
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.416
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08
3M Hangers With Command Adhesive,108.04
Micro Innovations Wireless Classic Keyboard with Mouse,107.964
SanDisk Cruzer 16 GB USB Flash Drive,107.912
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.722
Avery 518,106.47
HP Office Recycled Paper (20Lb. and 87 Bright),106.352
"Array Parchment Paper, Assorted Colors",106.288
Belkin 7-Outlet SurgeMaster Home Series,106.172
Avery Hanging File Binders,105.846
Xerox 1900,105.288
Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.144
Xerox 211,104.976
Samsung Replacement EH64AVFWE Premium Headset,104.5
Memorex Micro Travel Drive 4 GB,103.88
Avery Personal Creations Heavyweight Cards,103.86
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.619
Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.608
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.492
Fellowes Black Plastic Comb Bindings,102.256
Acme Titanium Bonded Scissors,102
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994
"Linden 12"" Wall Clock With Oak Frame",101.94
Xerox 1970,101.592
Zebra Zazzle Fluorescent Highlighters,100.928
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,100.92
Cardinal Holdit Data Disk Pockets,100.464
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.392
Prang Drawing Pencil Set,100.08
Xerox Blank Computer Paper,99.9
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.8
Pressboard Data Binders by Wilson Jones,99.324
Portfile Personal File Boxes,99.12
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06
"GE 4 Foot Flourescent Tube, 40 Watt",98.868
Xerox 1999,98.496
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.136
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.812
Fiskars Home & Office Scissors,97.68
Xerox 1952,97.608
Xerox 219,97.2
Xerox 228,97.2
Avery 495,97.02
Newell 341,96.728
Wilson Jones Standard D-Ring Binders,96.646
Sabrent 4-Port USB 2.0 Hub,96.418
Dax Clear Box Frame,96.03
"Dixon My First Ticonderoga Pencil, #2",95.94
Xerox 210,95.904
Xerox 224,95.904
Xerox 1957,95.904
Avery 51,95.76
Avery White Multi-Purpose Labels,95.616
Acme Elite Stainless Steel Scissors,95.076
Newell 31,94.99
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",94.928
DIXON Ticonderoga Erasable Checking Pencils,94.86
Xerox 1923,94.856
Storex DuraTech Recycled Plastic Frosted Binders,94.128
Acrylic Self-Standing Desk Frames,93.984
Avery 513,93.624
Eldon Expressions Mahogany Wood Desk Collection,93.6
"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.528
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22
Newell 35,93.152
Presstex Flexible Ring Binders,92.82
Xerox 1987,92.48
Xerox 196,92.48
OIC Bulk Pack Metal Binder Clips,92.136
Avery Binding System Hidden Tab Executive Style Index Sets,91.743
Acco Translucent Poly Ring Binders,91.728
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.686
Akro Stacking Bins,91.524
Penpower WorldCard Pro Card Scanner,91.475
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44
Avery 481,91.168
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882
Acme Preferred Stainless Steel Scissors,90.88
Fluorescent Highlighters by Dixon,90.744
Avery 48,90.72
Avery Durable Slant Ring Binders With Label Holder,90.706
Prang Colored Pencils,90.552
Xerox 1920,89.7
Xerox 1956,89.7
"Avery Durable Slant Ring Binders, No Labels",89.55
Xerox 1967,89.424
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",89.408
Avery 480,89.25
Acme Design Stainless Steel Bent Scissors,88.92
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.896
Avery 478,88.38
Manco Dry-Lighter Erasable Highlighter,88.16
"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11
AmazonBasics 3-Button USB Wired Mouse,88.074
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75
Advantus Map Pennant Flags and Round Head Tacks,87.69
Cardinal Holdit Business Card Pockets,87.648
Advantus Panel Wall Acrylic Frame,87.52
Avery 508,87.398
Avery Durable Binders,87.264
HP Office Paper (20Lb. and 87 Bright),86.84
Newell 333,86.736
BIC Brite Liner Highlighters,86.112
Xerox 1992,86.112
Boston 16701 Slimline Battery Pencil Sharpener,86.076
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",85.995
Prestige Round Ring Binders,85.728
Xerox 229,85.536
Xerox 1986,85.504
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255
Xerox 1932,85.056
Avery 487,84.87
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84
Magna Visual Magnetic Picture Hangers,84.832
Xerox 1954,84.48
Avery 512,84.388
Xerox 200,84.24
Xerox 2000,84.24
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.952
Belkin iPhone and iPad Lightning Cable,83.944
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904
Southworth Parchment Paper & Envelopes,83.712
Avery 483,83.664
"Master Giant Foot Doorstop, Safety Yellow",83.49
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44
Newell Chalk Holder,83.426
3M Organizer Strips,83.16
Avery Durable Poly Binders,82.95
OIC Stacking Trays,82.832
Newell 351,82.656
Things To Do Today Spiral Book,82.368
Xerox 1902,82.224
Zipper Ring Binder Pockets,81.744
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.652
Acme Stainless Steel Office Snips,81.424
Newell 320,81.32
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.008
"Adams Telephone Message Books, 5 1/4” x 11”",80.936
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78
"Quartet Omega Colored Chalk, 12/Pack",80.592
Tuff Stuff Recycled Round Ring Binders,80.494
Xerox 221,80.352
Newell 317,79.968
Eldon File Chest Portable File,79.4
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23
Xerox 1966,79.056
Xerox 1946,79.056
Xerox 231,79.056
Avery 474,78.336
Sterilite Show Offs Storage Containers,78.144
Avery Poly Binder Pockets,78.044
Fashion Color Clasp Envelopes,77.904
Bulldog Table or Wall-Mount Pencil Sharpener,77.87
Xerox 193,77.74
Plymouth Boxed Rubber Bands by Plymouth,77.244
Xerox 1963,77.088
"Memo Book, 100 Message Capacity, 5 3/8” x 11”",76.836
Acme Value Line Scissors,76.65
Xerox 1994,76.464
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.092
Newell 328,75.92
Xerox 198,75.696
Rogers Handheld Barrel Pencil Sharpener,75.624
Fiskars Spring-Action Scissors,75.492
"SmartStand Mobile Device Holder, Assorted Colors",75.492
"Eldon 200 Class Desk Accessories, Black",75.36
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348
Newell 331,75.306
Xerox 22,75.168
KeyTronic KT800P2 - Keyboard - Black,75.1
Tops Wirebound Message Log Books,73.696
"Sanford Colorific Colored Pencils, 12/Box",73.152
XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.912
"Adams ""While You Were Out"" Message Pads",72.848
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.806
Southworth Structures Collection,72.8
Stacking Trays by OIC,72.708
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.252
Ibico Presentation Index for Binding Systems,72.038
"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976
GBC Instant Index System for Binding Systems,71.928
#6 3/4 Gummed Flap White Envelopes,71.28
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25
Xerox 1981,70.752
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.192
Xerox 1975,69.984
Recycled Pressboard Report Cover with Reinforced Top Hinge,69.768
Stockwell Push Pins,69.76
Xerox 1899,69.36
Woodgrain Magazine Files by Perma,69.136
GBC Plasticlear Binding Covers,68.88
Avery 52,68.634
Newell 336,68.48
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28
Avoid Verbal Orders Carbonless Minifold Book,68.276
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.172
Poly String Tie Envelopes,68.136
Barrel Sharpener,67.83
Xerox 1897,67.728
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25
Acco Hot Clips Clips to Go,67.116
Newell 332,67.032
Avery 49,66.816
Wilson Jones data.warehouse D-Ring Binders with DublLock,66.663
Insertable Tab Post Binder Dividers,66.566
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56
Avery 501,66.42
GBC ProClick Spines for 32-Hole Punch,66.409
Avery 506,66.08
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03
Newell 321,65.6
Newell 348,65.6
Pastel Pink Envelopes,65.52
Avery Fluorescent Highlighter Four-Color Set,65.464
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34
Stackable Trays,65.296
Newell 343,65.268
ACCOHIDE Binder by Acco,65.254
Xerox 1927,65.056
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.972
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.064
Advantus T-Pin Paper Clips,64.042
Ultra Commercial Grade Dual Valve Door Closer,63.824
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627
Shocksock Galaxy S4 Armband,63.51
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946
Peel & Seel Envelopes,62.856
G.E. Halogen Desk Lamp Bulbs,62.82
Avery 515,62.65
"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",62.608
Newell 350,62.32
Park Ridge Embossed Executive Business Envelopes,62.28
Wilson Jones Four-Pocket Poly Binders,62.13
Hoover Portapower Portable Vacuum,61.824
Newell 318,61.716
Anker 24W Portable Micro USB Car Charger,61.544
Newell 311,61.438
Xerox 206,60.912
Xerox 1924,60.112
Spiral Phone Message Books with Labels by Adams,60.032
NETGEAR RangeMax WNR1000 Wireless Router,59.976
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817
Newell 330,59.8
"Crayola Anti Dust Chalk, 12/Pack",59.696
"Master Caster Door Stop, Large Brown",59.696
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49
"Executive Impressions 16-1/2"" Circular Wall Clock",58.784
Ideal Clamps,58.692
Convenience Packs of Business Envelopes,58.644
Avery 500,58.48
Rubber Band Ball,58.344
Xerox 223,58.32
Xerox 1974,57.408
Binder Posts,57.4
Xerox 199,57.352
Avery 511,56.672
Avery 494,56.376
Xerox 1965,56.212
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.164
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.1
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09
Avery 493,55.974
Xerox 1921,55.944
GBC Standard Plastic Binding Systems Combs,55.755
Advantus Push Pins,54.936
Array Memo Cubes,54.908
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.6
Imation Swivel Flash Drive USB flash drive - 8 GB,54.576
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.474
Xerox 208,54.432
Ampad #10 Peel & Seel Holiday Envelopes,53.76
Staple-on labels,53.754
Avery 492,53.568
"Eldon Imàge Series Desk Accessories, Clear",53.46
GBC VeloBinder Strips,52.992
EcoTones Memo Sheets,52.8
Anderson Hickey Conga Table Tops & Accessories,51.782
Colorific Watercolor Pencils,51.6
Wilson Jones Easy Flow II Sheet Lifters,51.48
Avery Durable Slant Ring Binders,51.48
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.184
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.12
Avery 488,51.03
